objectid,filename,title,description,subject,creator,source,rightsstatement,type,latitude,longitude,format,date,location,identifier,language,rights
GIB001000049001,https://archive.org/download/GIB001000049001/GIB001000049001.jpg,"Hitchin Ch, St Marys Church Hitchin",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049002,https://archive.org/download/GIB001000049002/GIB001000049002.jpg,"Hitchin Ch, Hitchin CH from S.E [south east]",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049003,https://archive.org/download/GIB001000049003/GIB001000049003.jpg,"Hitchin Ch, Hitchin Porch Shield Fired, Calais [of Hattock ]",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049004,https://archive.org/download/GIB001000049004/GIB001000049004.jpg,"Hitchin Ch, Hitchin Church - 2 Storeyed Porch",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049005,https://archive.org/download/GIB001000049005/GIB001000049005.jpg,"Hitchin Ch, Hitchin Church E [east] End",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049006,https://archive.org/download/GIB001000049006/GIB001000049006.jpg,"Hitchin Ch, Hitchin 2 storey porch - parapet Mary + stapler marks",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049007,https://archive.org/download/GIB001000049007/GIB001000049007.jpg,"Hitchin Ch, Hitchin Ch [church] from S.W [south west]",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049008,https://archive.org/download/GIB001000049008/GIB001000049008.jpg,"Hitchin Ch, St Marys Church Hitchin . S [south] Aisle",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049009,https://archive.org/download/GIB001000049009/GIB001000049009.jpg,"Hitchin Ch, Hitchen Ch [church] Tower from S.W [south west]",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049010,https://archive.org/download/GIB001000049010/GIB001000049010.jpg,"Hitchin Ch, St Marys Church Hitchin Tower",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049011,https://archive.org/download/GIB001000049011/GIB001000049011.jpg,"Hitchin Ch, Hitchin Ch S.W Corn. [Hitchin Church south west corner]",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049012,https://archive.org/download/GIB001000049012/GIB001000049012.jpg,"Hitchin Ch, St Marys C [church] Hitchin 2 Storey Porch",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000049013,https://archive.org/download/GIB001000049013/GIB001000049013.jpg,"Hitchin Ch, Calais staple, mark [of?] mattock, Hitchin Ch [church] Porch",In package titled: Hitchin Ch. Latitude: 51.956247. Longitude: -0.28490539.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.95625,-0.28491,image/jpeg,,,,,
GIB001000050001,https://archive.org/download/GIB001000050001/GIB001000050001.jpg,"St George's Chapel Windsor, St George's Chapel Windsor -  Princess Charlotte Memorial 1817, Matthew Cotes Wyatt",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050002,https://archive.org/download/GIB001000050002/GIB001000050002.jpg,"St George's Chapel Windsor, Windsor Cloister Vault Dec/Perp [Decorated/Perpendicular] Wall Tracery",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050003,https://archive.org/download/GIB001000050003/GIB001000050003.jpg,"St George's Chapel Windsor, Windsor --St George's Chapel 15069-11 Wil Vertue [William Vertue]. Nave Vault. Not true fan conolds",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614. Copyright: scan from book,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050004,https://archive.org/download/GIB001000050004/GIB001000050004.jpg,"St George's Chapel Windsor, St George's Chapel Windsor W. [West] Front",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050005,https://archive.org/download/GIB001000050005/GIB001000050005.jpg,"St George's Chapel Windsor, St George's Chapel, Windsor 96D5 The Nave Vault",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050006,https://archive.org/download/GIB001000050006/GIB001000050006.jpg,"St George's Chapel Windsor, St George's Chapel, Windsor 96D9 Vault at Crossing above Organ, William Vertue + prob [probably] Robert [Vertue]. 1502-3",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050007,https://archive.org/download/GIB001000050007/GIB001000050007.jpg,"St George's Chapel Windsor, St George's Chapel, Windsor",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050008,https://archive.org/download/GIB001000050008/GIB001000050008.jpg,"St George's Chapel Windsor, St George's Chapel, Windsor 96D4 Nave looking East",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050009,https://archive.org/download/GIB001000050009/GIB001000050009.jpg,"St George's Chapel Windsor, St George's Chapel, Canonic Sq [Square]",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614. Copyright: scan from book,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050010,https://archive.org/download/GIB001000050010/GIB001000050010.jpg,"St George's Chapel Windsor, Windsor Cloister Vault",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050011,https://archive.org/download/GIB001000050011/GIB001000050011.jpg,"St George's Chapel Windsor, Windsor Castle Aerial Views, 96A5 St George's Chapel and Castle",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050012,https://archive.org/download/GIB001000050012/GIB001000050012.jpg,"St George's Chapel Windsor, Windsor - Vault detail in cloister dec/perp [Decorated/Perpendicular] transition",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050013,https://archive.org/download/GIB001000050013/GIB001000050013.jpg,"St George's Chapel Windsor, St George's Chapel, Windsor 96D8 Henry III's doorway in ambulatory",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050014,https://archive.org/download/GIB001000050014/GIB001000050014.jpg,"St George's Chapel Windsor, St George's Chapel roof lines",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050015,https://archive.org/download/GIB001000050015/GIB001000050015.jpg,"St George's Chapel Windsor, St George's Chapel West Window",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000050016,https://archive.org/download/GIB001000050016/GIB001000050016.jpg,"St George's Chapel Windsor, St George's Chapel detail of South",In package titled: St George's Chapel Windsor. Latitude: 51.483664. Longitude: -0.60679614.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,51.48366,-0.6068,image/jpeg,,,,,
GIB001000051001,https://archive.org/download/GIB001000051001/GIB001000051001.jpg,"Rievaulx, Rievaulx from Norman trans [transept] choir",In package titled: Rievaulx. Latitude: 54.01114. Longitude: -1.1226683.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,54.01114,-1.12267,image/jpeg,,,,,
GIB001000051002,https://archive.org/download/GIB001000051002/GIB001000051002.jpg,"Rievaulx, C.13 Choir Rievaulx",In package titled: Rievaulx. Latitude: 54.01114. Longitude: -1.1226683.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,54.01114,-1.12267,image/jpeg,,,,,
GIB001000051003,https://archive.org/download/GIB001000051003/GIB001000051003.jpg,"Rievaulx, Rievaulx C.13 Chancel",In package titled: Rievaulx. Latitude: 54.01114. Longitude: -1.1226683.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,54.01114,-1.12267,image/jpeg,,,,,
GIB001000051004,https://archive.org/download/GIB001000051004/GIB001000051004.jpg,"Rievaulx, Rievaulx E.[East] End",In package titled: Rievaulx. Latitude: 54.01114. Longitude: -1.1226683.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,54.01114,-1.12267,image/jpeg,,,,,
GIB001000051005,https://archive.org/download/GIB001000051005/GIB001000051005.jpg,"Rievaulx, Rievaulx Abbey, North Yorkshire.  Abbey Church from South East.","In package titled: Rievaulx. Latitude: 54.01114. Longitude: -1.1226683. Crown Copyright 1972, Department of the Environment",Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,54.01114,-1.12267,image/jpeg,,,,,
GIB001000051006,https://archive.org/download/GIB001000051006/GIB001000051006.jpg,"Rievaulx, Rievaulx Mid C13 Shrine",In package titled: Rievaulx. Latitude: 54.01114. Longitude: -1.1226683.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,54.01114,-1.12267,image/jpeg,,,,,
GIB001000051007,https://archive.org/download/GIB001000051007/GIB001000051007.jpg,"Rievaulx, Rievaulx Lavatorium",In package titled: Rievaulx. Latitude: 54.01114. Longitude: -1.1226683.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,54.01114,-1.12267,image/jpeg,,,,,
GIB001000052001,https://archive.org/download/GIB001000052001/GIB001000052001.jpg,"Besford Worcs, Besford Worcs",In package titled: Besford Worcs. Latitude: 54.01114. Longitude: -1.1226683.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,54.01114,-1.12267,image/jpeg,,,,,
GIB001000053001,https://archive.org/download/GIB001000053001/GIB001000053001.jpg,"Temple Rothley Chapel, Temple Rothley Chapel int [interior]",In package titled: Temple Rothley Chapel. Latitude: 52.708425. Longitude: -1.1342754.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.70843,-1.13428,image/jpeg,,,,,
GIB001000053002,https://archive.org/download/GIB001000053002/GIB001000053002.jpg,"Temple Rothley Chapel, Temple Rothley door into chapel",In package titled: Temple Rothley Chapel. Latitude: 52.708425. Longitude: -1.1342754.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.70843,-1.13428,image/jpeg,,,,,
GIB001000053003,https://archive.org/download/GIB001000053003/GIB001000053003.jpg,"Temple Rothley Chapel, Temple Rothley  panel 13",In package titled: Temple Rothley Chapel. Latitude: 52.708425. Longitude: -1.1342754.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.70843,-1.13428,image/jpeg,,,,,
GIB001000053004,https://archive.org/download/GIB001000053004/GIB001000053004.jpg,"Temple Rothley Chapel, Temple Rothley Chapel",In package titled: Temple Rothley Chapel. Latitude: 52.708425. Longitude: -1.1342754.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.70843,-1.13428,image/jpeg,,,,,
GIB001000053005,https://archive.org/download/GIB001000053005/GIB001000053005.jpg,"Temple Rothley Chapel, Temple Rothley entry door from chap [chapel]",In package titled: Temple Rothley Chapel. Latitude: 52.708425. Longitude: -1.1342754.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.70843,-1.13428,image/jpeg,,,,,
GIB001000053006,https://archive.org/download/GIB001000053006/GIB001000053006.jpg,"Temple Rothley Chapel, Temple Rothley Chapel",In package titled: Temple Rothley Chapel. Latitude: 52.708425. Longitude: -1.1342754.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,52.70843,-1.13428,image/jpeg,,,,,
GIB001000054001,https://archive.org/download/GIB001000054001/GIB001000054001.jpg,"Lincoln Cathedral, North Side of N. [North] Tower on West Front, Romanesque [Lincoln Cathedral]",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054002,https://archive.org/download/GIB001000054002/GIB001000054002.jpg,"Lincoln Cathedral, Lincoln Cathedral, West Front, Romanesque frieze",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054003,https://archive.org/download/GIB001000054003/GIB001000054003.jpg,"Lincoln Cathedral, Lincoln Cathedral, 5951 Nave, 1225-53",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054004,https://archive.org/download/GIB001000054004/GIB001000054004.jpg,"Lincoln Cathedral, Lincoln, Flying Buttress- Chapter House",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054005,https://archive.org/download/GIB001000054005/GIB001000054005.jpg,"Lincoln Cathedral, Cathedrals from the air, 29C7 Lincoln",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054006,https://archive.org/download/GIB001000054006/GIB001000054006.jpg,"Lincoln Cathedral, Lincoln- Upper W [west] Front 1253",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054007,https://archive.org/download/GIB001000054007/GIB001000054007.jpg,"Lincoln Cathedral, Lincoln West Works - 1072-92",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054008,https://archive.org/download/GIB001000054008/GIB001000054008.jpg,"Lincoln Cathedral, Lincoln Cathedral 5953 South Transept and Bishops eye 1215-30, Gable + Window 1335-40",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054009,https://archive.org/download/GIB001000054009/GIB001000054009.jpg,"Lincoln Cathedral, Lincoln Cath [Cathedral] N.E [north east] Transept W [west] side, Centering tie wooden",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054010,https://archive.org/download/GIB001000054010/GIB001000054010.jpg,"Lincoln Cathedral, Lincoln Cathedral 5957 Airmen's Chapel",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054011,https://archive.org/download/GIB001000054011/GIB001000054011.jpg,"Lincoln Cathedral, Lincoln Cath [Cathedral] S.E [south east] Transept Racking",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054012,https://archive.org/download/GIB001000054012/GIB001000054012.jpg,"Lincoln Cathedral, Lincoln S.E [south east] Transept Apsidal Chapel",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054013,https://archive.org/download/GIB001000054013/GIB001000054013.jpg,"Lincoln Cathedral, Lincoln Cathedral 594B5 Tomb of Catherine Swynford",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054014,https://archive.org/download/GIB001000054014/GIB001000054014.jpg,"Lincoln Cathedral, Lincoln Cath [Cathedral] S.E [south east] Transept Outer Bay",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054015,https://archive.org/download/GIB001000054015/GIB001000054015.jpg,"Lincoln Cathedral, Lincoln Cathedral 5954 Choir 1192- 1210",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665. Copyright: Woodmansterne Limited Watford,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054016,https://archive.org/download/GIB001000054016/GIB001000054016.jpg,"Lincoln Cathedral, Lincoln St Hugh's Choir Aisle, Cut off centering beams/ties -wood",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054017,https://archive.org/download/GIB001000054017/GIB001000054017.jpg,"Lincoln Cathedral, Lincoln Cath. Back of door N.E Transept to cloister 1220/30 saltire bracing",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054018,https://archive.org/download/GIB001000054018/GIB001000054018.jpg,"Lincoln Cathedral, Lincoln Cathedral West Front Romanesque Frieze",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054019,https://archive.org/download/GIB001000054019/GIB001000054019.jpg,"Lincoln Cathedral, Lincoln Cath [Cathedral], Nave Vault from W.[West] End",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054020,https://archive.org/download/GIB001000054020/GIB001000054020.jpg,"Lincoln Cathedral, Lincoln Cathedral from the West",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054021,https://archive.org/download/GIB001000054021/GIB001000054021.jpg,"Lincoln Cathedral, Lincoln Cath [Cathedral]. Chapter Ho [House] 1220-35",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054022,https://archive.org/download/GIB001000054022/GIB001000054022.jpg,"Lincoln Cathedral, Lincoln Cath [Cathedral]. S.E [south east]Transept E [east] side - sole pieces",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054023,https://archive.org/download/GIB001000054023/GIB001000054023.jpg,"Lincoln Cathedral, Lincoln Cath [Cathedral] N.E [north east] Transept W [west] side, 45 degree boarding",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054024,https://archive.org/download/GIB001000054024/GIB001000054024.jpg,"Lincoln Cathedral, Lincoln E [east] Crossing from S [south] Transept",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054025,https://archive.org/download/GIB001000054025/GIB001000054025.jpg,"Lincoln Cathedral, Lincoln Cath [Cathedral]. Nave roof vault pockets 46 ties",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
GIB001000054026,https://archive.org/download/GIB001000054026/GIB001000054026.jpg,"Lincoln Cathedral, Lincoln Cath. Roof S.E Transept S.W (good)",In package titled: Lincoln Cathedral. Latitude: 53.234423. Longitude: -0.53662665.,Religious,"Gibson, Adrian, 1931-2006","Welsh School of Architecture, Cardiff University",http://creativecommons.org/licenses/by/4.0/,image,53.23442,-0.53663,image/jpeg,,,,,
